"";"iso2c";"country";"year";"EN.ATM.PM25.MC.M3";"EN.ATM.PM25.MC.ZS";"EG.EGY.PRIM.PP.KD";"EG.FEC.RNEW.ZS";"EG.ELC.RNEW.ZS";"EG.ELC.ACCS.ZS";"EG.CFT.ACCS.ZS";"AG.LND.FRST.ZS";"NY.GDP.TOTL.RT.ZS";"ER.LND.PTLD.ZS";"ER.PTD.TOTL.ZS";"ER.MRN.PTMR.ZS";"EG.ELC.ACCS.UR.ZS";"SH.H2O.BASW.UR.ZS";"SH.STA.BASS.UR.ZS";"EG.ELC.ACCS.RU.ZS";"SH.STA.BASS.RU.ZS";"SH.H2O.BASW.RU.ZS";"ER.H2O.INTR.PC";"SH.H2O.SMDW.ZS";"SH.STA.SMSS.ZS";"iso3c";"region";"capital";"longitude";"latitude";"income";"lending"
"8087";"MG";"Madagascar";1975;NA;NA;NA;NA;NA;NA;NA;NA;2,04874954000846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8088";"MG";"Madagascar";1976;NA;NA;NA;NA;NA;NA;NA;NA;1,8250526492094;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8089";"MG";"Madagascar";1977;NA;NA;NA;NA;NA;NA;NA;NA;3,55001370060223;NA;NA;NA;NA;NA;NA;NA;NA;NA;42134,6699067436;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8090";"MG";"Madagascar";1978;NA;NA;NA;NA;NA;NA;NA;NA;3,4102700855527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8091";"MG";"Madagascar";1979;NA;NA;NA;NA;NA;NA;NA;NA;2,87991033396741;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8092";"MG";"Madagascar";1980;NA;NA;NA;NA;NA;NA;NA;NA;2,31131856953828;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8093";"MG";"Madagascar";1981;NA;NA;NA;NA;NA;NA;NA;NA;2,21318889779904;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8094";"MG";"Madagascar";2006;NA;NA;5,42223221223634;84,3449748098419;54,3533046855736;16,0447196960449;1,03;21,9778519104447;5,62551135279366;NA;NA;NA;55,3924369812012;74,1160919373534;12,0952563562378;NA;4,15333498682261;28,0399109941357;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8095";"MG";"Madagascar";1993;NA;NA;5,18975413521614;85,5159723016749;59,400554499327;10,3103733062744;NA;23,1992636872571;4,26807702054671;NA;NA;NA;40,7789993286133;NA;NA;0,0177520594296783;NA;NA;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8096";"MG";"Madagascar";2008;NA;NA;4,88279507127368;82,3342546822958;54,9408347243365;16,7614879608154;0,990000000000002;21,7818206830141;5,81282114318853;NA;NA;NA;57,7489166259766;76,2048894326543;13,0757287959013;NA;4,58265668492977;29,4990031345783;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8097";"MG";"Madagascar";2009;NA;NA;5,06013737685181;83,1757967440361;58,1708546342934;17,4;0,970000000000004;21,6838050692988;6,88094047046274;NA;NA;NA;68,6;77,2556857679337;13,5745786227742;NA;4,79162203530505;30,236622654388;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8098";"MG";"Madagascar";2010;22,6620105333929;100;5,13230623150782;81,9310757178489;52,2846324063118;17,5528316497803;0,960000000000005;21,5857894555835;5,99103416303398;NA;NA;NA;60,1378326416016;78,3107471616326;14,0791708543415;NA;4,9967903865615;30,9796244739235;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8099";"MG";"Madagascar";2011;23,3628596300298;100;5,1681820234751;78,8447814577196;48,0190533691882;14,3;0,939999999999996;21,5488273360892;6,33217866351305;NA;NA;NA;61,5;79,3700736137506;14,5895054906027;NA;5,1981617386992;31,7280085931845;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8100";"MG";"Madagascar";2012;22,7164252696355;100;5,1470648687324;76,3969001814981;49,6895063677508;18,5080108642578;0,960000000000005;21,5213262403424;7,12735226556571;NA;NA;NA;62,5261268615723;80,4336651242882;15,1055825315581;NA;5,39573609171799;32,4817750121713;15080,5662470704;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8101";"MG";"Madagascar";2013;23,9091617576006;100;5,28749528683613;72,7431464142651;50,7720298205657;12,9;0,939999999999996;21,4936404262633;7,85612446766872;NA;NA;NA;60,7;81,5015216932448;15,6274019772078;NA;5,58951344561794;33,2409237308836;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8102";"MG";"Madagascar";2001;NA;NA;4,89224435680977;80,0038294779532;59,6193643817127;14,8;1,11;22,3303642053857;2,78675888828851;NA;NA;NA;42,08487;68,9687367214395;9,81768215232108;4,50706247229671;2,99153514202754;24,4863708882276;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8103";"MG";"Madagascar";2002;NA;NA;5,36717217479156;83,4770500027741;60,2930672045339;14,48561668396;1,1;22,2667400350793;3,50472161882483;NA;NA;NA;50,897029876709;69,9896776477838;10,2032203332407;0,561223519164168;3,24912760118239;25,1863143099581;20101,2614466096;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8104";"MG";"Madagascar";2003;NA;NA;5,24682753335184;80,5951845725804;59,7626389344839;20,3;1,08;22,2031158647728;5,21866548156181;NA;NA;NA;52,7;71,0148836325471;10,6676157319487;7,7399638613432;3,48087494627076;25,8916400314139;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8105";"MG";"Madagascar";2004;NA;NA;5,16215986919639;79,8562263707091;56,232061074084;15,3098516464233;1,03;22,1394916944664;6,16194328756452;NA;NA;NA;53,1022911071777;72,0443546757298;11,137753535351;0,458518341804536;3,70882529224021;26,6023480525956;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8106";"MG";"Madagascar";2005;23,2940628098694;100;4,99952495592504;80,470976818508;56,4033591820571;15,6853399276733;1,02;22,07586752416;5,41085812230679;NA;NA;NA;54,2369537353516;73,0780907773321;11,6136337434473;0,0807786005579988;3,93297863909083;27,3184383735027;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8107";"MG";"Madagascar";2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8108";"MG";"Madagascar";2007;NA;NA;5,14881042082976;83,3439622497515;58,849799131578;16,3995742797852;1,02;21,8798362967294;6,43367047704976;NA;NA;NA;56,5645027160645;75,1583581557943;12,5826213737225;NA;4,36989433543565;28,7667659144941;17341,1624136222;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8109";"MG";"Madagascar";2016;22,8957082367924;100;NA;NA;NA;22,9;0,91;21,4111378480578;9,89877540448525;5,25;1,97284875372353;0,357265832;67,3;84,7306817506311;17,2273147423216;NA;6,1480635126049;35,5506636853747;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8110";"MG";"Madagascar";2017;22,5422828750867;100;NA;NA;NA;24,1;NA;NA;8,71928951897115;5,58955631461027;2,34594786584438;0,746184480636302;68,4452819824219;85,8155985532653;17,7721038067477;NA;6,32665287002952;36,3313416029894;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8111";"MG";"Madagascar";2014;23,5177666594104;100;5,18431332833179;72,0265270773173;53,3069563549091;19,6377620697021;0,919999999999999;21,4661395668615;10,3383365293166;NA;NA;NA;64,8999252319336;82,5736433206211;16,1549638275515;NA;5,77949380039906;34,0054547493217;14285,7827169753;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8112";"MG";"Madagascar";2015;22,9504011733128;100;5,36685845365726;70,1744159107341;54,5964565549528;20,2471370697021;0,900000000000001;21,4386387074596;10,9194341575739;NA;NA;NA;66,0829849243164;83,6500300064164;16,6882680825895;NA;5,96567715606145;34,7753680674853;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8113";"MG";"Madagascar";2018;NA;NA;NA;NA;NA;25,9078121185303;NA;NA;6,09048638987572;5,58955631461027;2,34594786584438;0,746184480636302;69,6259155273438;NA;NA;0,0210775915726449;NA;NA;NA;NA;NA;"MDG";"Sub-Saharan Africa";"Antananarivo";"45.7167";"-20.4667";"Low income";"IDA"
"8114";"MH";"Marshall Islands";1962;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8115";"MH";"Marshall Islands";1963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8116";"MH";"Marshall Islands";1965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8117";"MH";"Marshall Islands";1966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8118";"MH";"Marshall Islands";1967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8119";"MH";"Marshall Islands";1964;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8120";"MH";"Marshall Islands";1960;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8121";"MH";"Marshall Islands";1961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8122";"MH";"Marshall Islands";1975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8123";"MH";"Marshall Islands";1976;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8124";"MH";"Marshall Islands";1977;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8125";"MH";"Marshall Islands";1978;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8126";"MH";"Marshall Islands";1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8127";"MH";"Marshall Islands";1980;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8128";"MH";"Marshall Islands";1968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8129";"MH";"Marshall Islands";1969;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8130";"MH";"Marshall Islands";1970;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8131";"MH";"Marshall Islands";1971;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8132";"MH";"Marshall Islands";1972;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8133";"MH";"Marshall Islands";1973;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8134";"MH";"Marshall Islands";2000;13,043411924331;100;6,79454882262714;19,5714269527391;0;68,5533828735352;13,21;70,2222241295711;0;NA;NA;NA;89,1814346313477;NA;NA;23,530496469671;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8135";"MH";"Marshall Islands";2001;NA;NA;6,69061754718892;19,0752901703022;0;70,0790710449219;15,94;70,2222241295711;0;NA;NA;NA;89,4479293823242;66,9674310526318;89,0089102808836;26,7639698237678;58,7497316031273;99,26;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8136";"MH";"Marshall Islands";2002;NA;NA;7,12289991490896;18,6251648327088;0;71,5904693603516;19,37;70,2222241295711;0;NA;NA;NA;89,7176971435547;66,9674310526318;89,0089102808836;30,0531305540036;58,7497316031273;99,26;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8137";"MH";"Marshall Islands";2003;NA;NA;6,89092573441111;18,5620706361036;0;73,0831146240234;23,21;70,2222241295711;0;NA;NA;NA;89,9979934692383;66,9674310526318;89,0089102808836;33,3685850925987;58,7497316031273;99,26;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8138";"MH";"Marshall Islands";2004;NA;NA;7,24949686069424;18,3979905889898;0;74,5525436401367;27,9;70,2222241295711;0;NA;NA;NA;90,2960739135742;66,9674310526318;89,0089102808836;36,6798851679015;58,7497316031273;99,26;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8139";"MH";"Marshall Islands";2005;12,9269199312761;100;6,99392739338368;18,3765780886434;0;75,9969482421875;32,72;70,2222241295711;0;NA;NA;NA;90,617301940918;66,9674310526318;89,0089102808836;39,962621102969;58,7497316031273;99,26;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8140";"MH";"Marshall Islands";2006;NA;NA;7,257500844675;16,9624978895497;0;77,4252471923828;37,98;70,2222241295711;0;NA;NA;NA;90,9593505859375;68,5871855263161;89,1836923916008;43,2443206233402;58,7312565487225;99,3;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8141";"MH";"Marshall Islands";2007;NA;NA;7,46249355503851;15,2124937734909;0;72,3;42,91;70,2222241295711;0;NA;NA;NA;91,6;70,2113778947369;89,358474502318;22,3613735279058;58,7127814943177;99,04198;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8142";"MH";"Marshall Islands";2008;NA;NA;7,62286737192068;14,7753629413281;0;80,2798461914063;47,68;70,2222241295711;0;NA;NA;NA;91,6889495849609;71,840008157895;89,5332566130352;50,0291098794525;58,6943064399129;98,575022;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8143";"MH";"Marshall Islands";2009;NA;NA;8,02394262373685;13,9629980551538;0;81,7293243408203;51,79;70,2222241295711;0;NA;NA;NA;92,0680313110352;73,4730763157899;89,7080387237524;53,6436991620702;58,6758313855082;98,107656;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8144";"MH";"Marshall Islands";2010;12,9467083617585;100;7,91301281393932;13,3087607135524;0;88,9889144897461;55,38;70,2222241295711;0;NA;NA;NA;92,4509811401367;75,1105823684212;89,8828208344696;79,3532666078917;58,6573563311034;97,639882;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8145";"MH";"Marshall Islands";2011;12,9321705662685;100;7,90094498027176;12,0598312347217;0;89,919606785433;58,58;70,2222241295711;0;NA;NA;NA;92,4970404961668;76,7525263157898;90,0576029451868;82,569609474739;58,6388812766986;97,1717000000001;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8146";"MH";"Marshall Islands";2012;12,1235335768639;100;7,55222945301842;12,012820300262;0,257400257400257;90,6328430175781;60,84;70,2222241295711;0;NA;NA;NA;93,21240234375;78,3989081578948;90,232385055904;83,0972982022615;58,6204062222939;96,7031100000001;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8147";"MH";"Marshall Islands";2013;11,8743885912056;99,9999988528897;7,51253660879364;12,0679921619599;0,275020925505202;91,1315765380859;62,6;70,2222241295711;0;NA;NA;NA;93,5873947143555;80,0497278947371;90,4071671666212;83,7851251510583;58,6019311678891;96,2341120000001;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8148";"MH";"Marshall Islands";1974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8149";"MH";"Marshall Islands";2015;10,8376684557803;99,9999988042643;11,3468624199786;11,1644846525257;0,233372228704784;92,5222244262695;64,63;70,2222241295711;0;NA;NA;NA;94,3289413452148;83,3646810526318;90,7567313880556;86,8598170392339;58,5649810590795;95,2948919999999;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8150";"MH";"Marshall Islands";2016;10,1520019917668;99,9999963358383;NA;NA;NA;93,4190902709961;65,35;70,2222241295711;0;12,06;0,270441582922218;0,268783505;94,9587173461914;85,0288144736846;90,9315134987729;88,4821877151239;58,5465060046748;94,8246699999999;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8151";"MH";"Marshall Islands";2017;10,2413322193799;99,9999962558097;NA;NA;NA;94,6490020751953;NA;NA;0;11,9157086072553;0,270441119827786;0,268803312449119;95,4112930297852;86,6973857894738;91,10629560949;92,1489394810916;58,52803095027;94,3540399999999;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8152";"MH";"Marshall Islands";2018;NA;NA;NA;NA;NA;96,3554763793945;NA;NA;0;11,9157086072553;0,270441119827786;0,268803312449119;95,7364959716797;NA;NA;98,4313236198758;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8153";"MH";"Marshall Islands";2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8154";"MH";"Marshall Islands";2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8155";"MH";"Marshall Islands";1981;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8156";"MH";"Marshall Islands";1982;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8157";"MH";"Marshall Islands";1983;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8158";"MH";"Marshall Islands";1984;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8159";"MH";"Marshall Islands";1985;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8160";"MH";"Marshall Islands";1986;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8161";"MH";"Marshall Islands";1987;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8162";"MH";"Marshall Islands";1988;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8163";"MH";"Marshall Islands";1989;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8164";"MH";"Marshall Islands";1990;13,0635947389454;100;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8165";"MH";"Marshall Islands";1991;NA;NA;NA;NA;0;NA;NA;70,2222241295711;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8166";"MH";"Marshall Islands";1992;NA;NA;5,151315699688;19,3402555331262;0;NA;NA;70,2222241295711;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8167";"MH";"Marshall Islands";1993;NA;NA;5,23323852157364;18,9967349361828;0;NA;NA;70,2222241295711;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8168";"MH";"Marshall Islands";1994;NA;NA;5,23691073670268;19,442125367399;0;NA;NA;70,2222241295711;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8169";"MH";"Marshall Islands";1995;13,3383995987599;100;5,09120394698315;19,3815620431489;0;NA;NA;70,2222241295711;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8170";"MH";"Marshall Islands";1996;NA;NA;5,7602333011379;19,6268713676658;0;NA;NA;70,2222241295711;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8171";"MH";"Marshall Islands";1997;NA;NA;6,10983586921471;19,6914998359042;0;NA;NA;70,2222241295711;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8172";"MH";"Marshall Islands";1998;NA;NA;6,48275347570082;19,5558645865021;0;NA;NA;70,2222241295711;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
"8173";"MH";"Marshall Islands";1999;NA;NA;6,52446457800321;19,451048195375;0;68,5242358752702;NA;70,2222241295711;0;NA;NA;NA;88,9121826228745;NA;NA;25,0955932098475;NA;NA;NA;NA;NA;"MHL";"East Asia & Pacific";"Majuro";"171.135";"7.11046";"Upper middle income";"IDA"
